construction_type	year	place_full_name	lat	long	norm_lat	norm_long	dialect	distance_from_antwerp	context	gender	mentioned_users_count	user_id	username
bent	2012	Wuustwezel, België	51.39339174	51.39339174	51.38525	4.565174345040151	Brabants	16.6	inversion	female	0	user_id_1	username_1
bent	2012	Wuustwezel, België	51.39339101	51.39339101	51.38525	4.565174345040151	Brabants	16.6	inversion	female	0	user_id_1	username_1
bent	2012	Zwijndrecht, België	51.20285167	51.20285167	51.23086665	4.318607588394736	Brabants	33.79	inversion	female	1	user_id_2	username_2
bent	2012	Zwijndrecht, België	51.20282587	51.20282587	51.23086665	4.318607588394736	Brabants	33.79	inversion	female	1	user_id_2	username_2
bent	2012	Antwerp, Belgium	51.17412738	51.17412738	51.2211097	4.3997081	Brabants	28.85	inversion	female	0	user_id_3	username_3
bent	2012	Zwijndrecht, België	51.20284615	51.20284615	51.23086665	4.318607588394736	Brabants	33.79	other	female	2	user_id_2	username_2
bent	2012	Zwijndrecht, België	51.22109929	51.22109929	51.23086665	4.318607588394736	Brabants	33.79	inversion	male	0	user_id_4	username_4
bent	2012	Antwerp, Belgium	51.2247161	51.2247161	51.2211097	4.3997081	Brabants	28.85	main	male	1	user_id_5	username_5
bent	2012	Antwerp, Belgium	51.21981646	51.21981646	51.2211097	4.3997081	Brabants	28.85	main	male	0	user_id_6	username_6
bent	2012	Brecht, België	51.36348339	51.36348339	51.3484804	4.6398673	Brabants	10.26	other	female	0	user_id_7	username_7
bent	2012	Kortrijk, België	50.7309252	50.7309252	50.8276429	3.2659884	West-Vlaams	119.54	main	male	1	user_id_8	username_8
bent	2012	Antwerp, Belgium	51.21522244	51.21522244	51.2211097	4.3997081	Brabants	28.85	main	male	1	user_id_6	username_6
bent	2012	Brasschaat, België	51.29751746	51.29751746	51.2900693	4.4917295	Brabants	20.46	other	female	0	user_id_9	username_9
bent	2012	Brasschaat, België	51.29757007	51.29757007	51.2900693	4.4917295	Brabants	20.46	other	female	0	user_id_9	username_9
bent	2012	Antwerp, Belgium	51.1434643	51.1434643	51.2211097	4.3997081	Brabants	28.85	other	male	1	user_id_10	username_10
bent	2012	Brecht, België	51.3635207	51.3635207	51.3484804	4.6398673	Brabants	10.26	main	female	0	user_id_7	username_7
bent	2012	Brasschaat, België	51.29756055	51.29756055	51.2900693	4.4917295	Brabants	20.46	main	female	0	user_id_9	username_9
bent	2012	Antwerp, Belgium	51.26859827	51.26859827	51.2211097	4.3997081	Brabants	28.85	main	female	2	user_id_11	username_11
bent	2012	Schilde, België	51.24113962	51.24113962	51.257095	4.595518213176632	Brabants	14.78	main	female	1	user_id_12	username_12
bent	2012	Antwerp, Belgium	51.21915689	51.21915689	51.2211097	4.3997081	Brabants	28.85	inversion		1	user_id_13	username_13
bent	2012	Brasschaat, België	51.30854217	51.30854217	51.2900693	4.4917295	Brabants	20.46	main	female	1	user_id_9	username_9
bent	2012	Antwerp, Belgium	51.22107551	51.22107551	51.2211097	4.3997081	Brabants	28.85	inversion		0	user_id_13	username_13
bent	2012	Bonheiden, België	50.9901275	50.9901275	51.0261294	4.537821777907236	Brabants	37.0	inversion	female	1	user_id_14	username_14
bent	2012	Niel, België	51.10020493	51.10020493	51.1098649	4.3303396	Brabants	39.31	main	male	1	user_id_15	username_15
bent	2012	Brasschaat, België	51.29759055	51.29759055	51.2900693	4.4917295	Brabants	20.46	main	female	0	user_id_9	username_9
bent	2012	Zwijndrecht, België	51.20286221	51.20286221	51.23086665	4.318607588394736	Brabants	33.79	other	female	1	user_id_2	username_2
bent	2012	Antwerp, Belgium	51.22227561	51.22227561	51.2211097	4.3997081	Brabants	28.85	main		0	user_id_13	username_13
bent	2012	Zwijndrecht, België	51.20285402	51.20285402	51.23086665	4.318607588394736	Brabants	33.79	inversion	female	1	user_id_2	username_2
bent	2012	Zwijndrecht, België	51.2028439	51.2028439	51.23086665	4.318607588394736	Brabants	33.79	inversion	female	1	user_id_2	username_2
bent	2012	Lommel, België	51.2337142	51.2337142	51.2305657	5.3076895	Limburgs	38.14	inversion	female	0	user_id_16	username_16
bent	2012	Antwerp, Belgium	51.19687301	51.19687301	51.2211097	4.3997081	Brabants	28.85	other	male	0	user_id_17	username_17
bent	2012	Mechelen, Belgium	51.0300322	51.0300322	51.0281381	4.4803453	Brabants	38.82	other	male	0	user_id_18	username_18
bent	2012	Zemst, België	50.98573491	50.98573491	50.9842166	4.4650814	Brabants	43.55	main	male	1	user_id_19	username_19
bent	2012	Boechout, België	51.16822949	51.16822949	51.1597261	4.509867483882227	Brabants	26.12	main		1	user_id_20	username_20
bent	2012	Antwerp, Belgium	51.22044328	51.22044328	51.2211097	4.3997081	Brabants	28.85	main	female	1	user_id_2	username_2
bent	2012	Beringen, België	51.0387477	51.0387477	51.0502026	5.220809082300834	Limburgs	43.11	main	male	1	user_id_21	username_21
bent	2012	Antwerp, Belgium	51.28578158	51.28578158	51.2211097	4.3997081	Brabants	28.85	other	female	0	user_id_2	username_2
bent	2012	Brasschaat, België	51.29751425	51.29751425	51.2900693	4.4917295	Brabants	20.46	inversion	female	0	user_id_9	username_9
bent	2012	Wuustwezel, België	51.3373528	51.3373528	51.38525	4.565174345040151	Brabants	16.6	main	female	1	user_id_22	username_22
bent	2012	Ranst, België	51.21885	51.21885	51.1962373	4.563813424474654	Brabants	20.59	inversion	male	0	user_id_23	username_23
bent	2012	Antwerp, Belgium	51.21212337	51.21212337	51.2211097	4.3997081	Brabants	28.85	main		0	user_id_13	username_13
bent	2012	Malle, België	51.29516546	51.29516546	51.2970123	4.6933094	Brabants	6.68	main	male	1	user_id_24	username_24
bent	2012	Hemiksem, België	51.1292582	51.1292582	51.1430192	4.3409826	Brabants	36.58	inversion	female	1	user_id_25	username_25
bent	2012	Lier, België	51.0729422	51.0729422	51.131069	4.5696516	Brabants	25.82	main	female	1	user_id_26	username_26
bent	2012	Vilvoorde, België	50.897187	50.897187	50.928711	4.423126	Brabants	50.37	main	male	0	user_id_27	username_27
bent	2012	Vilvoorde, België	50.897187	50.897187	50.928711	4.423126	Brabants	50.37	inversion	male	0	user_id_27	username_27
bent	2012	Brasschaat, België	51.29755926	51.29755926	51.2900693	4.4917295	Brabants	20.46	main	female	0	user_id_9	username_9
bent	2012	Antwerp, Belgium	51.2777872	51.2777872	51.2211097	4.3997081	Brabants	28.85	other	male	2	user_id_28	username_28
bent	2012	Brasschaat, België	51.29754871	51.29754871	51.2900693	4.4917295	Brabants	20.46	inversion	female	0	user_id_9	username_9
bent	2012	Schilde, België	51.25681161	51.25681161	51.257095	4.595518213176632	Brabants	14.78	inversion	female	1	user_id_29	username_29
bent	2012	Beveren, België	51.1665499	51.1665499	51.21288495	4.249081329859443	Oost-Vlaams	39.03	inversion	female	4	user_id_30	username_30
bent	2012	Evergem, België	51.14166073	51.14166073	51.1087891	3.7078565	Oost-Vlaams	78.61	main	female	1	user_id_31	username_31
bent	2012	Antwerp, Belgium	51.1874158	51.1874158	51.2211097	4.3997081	Brabants	28.85	main	female	1	user_id_32	username_32
bent	2012	Brasschaat, België	51.2976914	51.2976914	51.2900693	4.4917295	Brabants	20.46	main	female	0	user_id_9	username_9
bent	2012	Antwerp, Belgium	51.23449	51.23449	51.2211097	4.3997081	Brabants	28.85	main	male	1	user_id_15	username_15
bent	2012	Antwerp, Belgium	51.2158455	51.2158455	51.2211097	4.3997081	Brabants	28.85	main	male	1	user_id_24	username_24
bent	2012	Antwerp, Belgium	51.21746885	51.21746885	51.2211097	4.3997081	Brabants	28.85	main		1	user_id_33	username_33
bent	2012	Brasschaat, België	51.29419757	51.29419757	51.2900693	4.4917295	Brabants	20.46	other	female	0	user_id_9	username_9
bent	2012	Boom, België	51.09138688	51.09138688	51.0873789	4.3667216	Brabants	38.94	main		1	user_id_33	username_33
bent	2012	Boom, België	51.10408023	51.10408023	51.0873789	4.3667216	Brabants	38.94	main	male	0	user_id_15	username_15
bent	2012	Wuustwezel, België	51.38575759	51.38575759	51.38525	4.565174345040151	Brabants	16.6	main	female	1	user_id_2	username_2
bent	2012	Duffel, België	51.10260135	51.10260135	51.0957176	4.5061988	Brabants	31.62	inversion	female	0	user_id_34	username_34
bent	2012	Kruibeke, België	51.1238475	51.1238475	51.17625475	4.298036873275151	Oost-Vlaams	37.38	main	male	0	user_id_35	username_35
bent	2012	Antwerp, Belgium	51.19700133	51.19700133	51.2211097	4.3997081	Brabants	28.85	main	male	1	user_id_17	username_17
bent	2012	Antwerp, Belgium	51.1434643	51.1434643	51.2211097	4.3997081	Brabants	28.85	other	female	1	user_id_36	username_36
bent	2012	Wuustwezel, België	51.38890505	51.38890505	51.38525	4.565174345040151	Brabants	16.6	inversion	female	0	user_id_2	username_2
bent	2012	Antwerp, Belgium	51.2223892	51.2223892	51.2211097	4.3997081	Brabants	28.85	other	male	1	user_id_37	username_37
bent	2012	Brasschaat, België	51.29805605	51.29805605	51.2900693	4.4917295	Brabants	20.46	other	female	0	user_id_2	username_2
bent	2012	Zoersel, België	51.28015425	51.28015425	51.2624772	4.6921638923036735	Brabants	9.02	other	male	2	user_id_24	username_24
bent	2012	Brasschaat, België	51.29321172	51.29321172	51.2900693	4.4917295	Brabants	20.46	other	female	1	user_id_9	username_9
bent	2012	Lier, België	51.13371086	51.13371086	51.131069	4.5696516	Brabants	25.82	main	male	1	user_id_38	username_38
bent	2012	Wuustwezel, België	51.38367455	51.38367455	51.38525	4.565174345040151	Brabants	16.6	other	female	1	user_id_2	username_2
bent	2012	Wuustwezel, België	51.3373528	51.3373528	51.38525	4.565174345040151	Brabants	16.6	main	female	0	user_id_22	username_22
bent	2012	Antwerp, Belgium	51.18767143	51.18767143	51.2211097	4.3997081	Brabants	28.85	main	female	2	user_id_39	username_39
bent	2012	Antwerp, Belgium	51.18743257	51.18743257	51.2211097	4.3997081	Brabants	28.85	inversion	female	0	user_id_32	username_32
bent	2012	Aartselaar, België	51.14557718	51.14557718	51.133297	4.3870241	Brabants	34.57	other	male	0	user_id_40	username_40
bent	2012	Brasschaat, België	51.2976225	51.2976225	51.2900693	4.4917295	Brabants	20.46	other	female	0	user_id_9	username_9
bent	2012	Antwerp, Belgium	51.26864027	51.26864027	51.2211097	4.3997081	Brabants	28.85	main	female	1	user_id_11	username_11
bent	2012	Antwerp, Belgium	51.1874108	51.1874108	51.2211097	4.3997081	Brabants	28.85	inversion	female	0	user_id_32	username_32
bent	2012	Antwerp, Belgium	51.21785093	51.21785093	51.2211097	4.3997081	Brabants	28.85	main	female	0	user_id_32	username_32
bent	2012	Tessenderlo, België	51.07566421	51.07566421	51.0681628	5.0893974	Limburgs	35.5	other	male	2	user_id_41	username_41
bent	2012	Boom, België	51.09141078	51.09141078	51.0873789	4.3667216	Brabants	38.94	main		1	user_id_33	username_33
bent	2012	Aartselaar, België	51.14556482	51.14556482	51.133297	4.3870241	Brabants	34.57	inversion	male	0	user_id_40	username_40
bent	2012	Antwerp, Belgium	51.23996	51.23996	51.2211097	4.3997081	Brabants	28.85	inversion	female	0	user_id_42	username_42
bent	2012	Antwerp, Belgium	51.22301642	51.22301642	51.2211097	4.3997081	Brabants	28.85	other		0	user_id_20	username_20
bent	2012	Ghent, Belgium	50.9795312	50.9795312	51.0538286	3.7250121	Oost-Vlaams	79.59	main	female	1	user_id_43	username_43
bent	2012	Antwerp, Belgium	51.1434643	51.1434643	51.2211097	4.3997081	Brabants	28.85	main	female	1	user_id_44	username_44
bent	2012	Brasschaat, België	51.29749761	51.29749761	51.2900693	4.4917295	Brabants	20.46	other	female	0	user_id_9	username_9
bent	2012	Antwerp, Belgium	51.21680133	51.21680133	51.2211097	4.3997081	Brabants	28.85	other	male	1	user_id_45	username_45
bent	2012	Antwerp, Belgium	51.23363	51.23363	51.2211097	4.3997081	Brabants	28.85	main	female	0	user_id_42	username_42
bent	2012	Wuustwezel, België	51.38748916	51.38748916	51.38525	4.565174345040151	Brabants	16.6	main	female	0	user_id_2	username_2
bent	2012	Antwerp, Belgium	51.20182173	51.20182173	51.2211097	4.3997081	Brabants	28.85	main		0	user_id_20	username_20
bent	2012	Antwerp, Belgium	51.20180661	51.20180661	51.2211097	4.3997081	Brabants	28.85	main		0	user_id_20	username_20
bent	2012	Geel, België	51.0892085	51.0892085	51.1610826	4.9903187	Brabants	23.09	inversion	male	0	user_id_46	username_46
bent	2012	Brasschaat, België	51.3213869	51.3213869	51.2900693	4.4917295	Brabants	20.46	inversion	male	2	user_id_47	username_47
bent	2012	Brasschaat, België	51.2976227	51.2976227	51.2900693	4.4917295	Brabants	20.46	other	female	0	user_id_9	username_9
bent	2012	Antwerp, Belgium	51.21938804	51.21938804	51.2211097	4.3997081	Brabants	28.85	inversion	female	0	user_id_32	username_32
bent	2012	Bonheiden, België	50.9901275	50.9901275	51.0261294	4.537821777907236	Brabants	37.0	main	female	0	user_id_48	username_48
bent	2012	Brasschaat, België	51.2975269	51.2975269	51.2900693	4.4917295	Brabants	20.46	inversion	female	0	user_id_9	username_9
bent	2012	Merksplas, België	51.38265205	51.38265205	51.3579924	4.8627355	Brabants	7.0	main	female	0	user_id_49	username_49
bent	2012	Bornem, België	51.11208052	51.11208052	51.09096325	4.238967723449794	Brabants	45.74	main	male	0	user_id_35	username_35
bent	2012	Antwerp, Belgium	51.1434643	51.1434643	51.2211097	4.3997081	Brabants	28.85	other	female	1	user_id_26	username_26
bent	2012	Antwerp, Belgium	51.18245591	51.18245591	51.2211097	4.3997081	Brabants	28.85	other	male	1	user_id_50	username_50
bent	2012	Antwerp, Belgium	51.20180889	51.20180889	51.2211097	4.3997081	Brabants	28.85	main		0	user_id_20	username_20
bent	2012	Antwerp, Belgium	51.19322249	51.19322249	51.2211097	4.3997081	Brabants	28.85	main		1	user_id_20	username_20
bent	2012	Ghent, Belgium	50.9795312	50.9795312	51.0538286	3.7250121	Oost-Vlaams	79.59	main	female	1	user_id_43	username_43
bent	2012	Schilde, België	51.25684167	51.25684167	51.257095	4.595518213176632	Brabants	14.78	other	female	0	user_id_29	username_29
bent	2012	Brasschaat, België	51.29759314	51.29759314	51.2900693	4.4917295	Brabants	20.46	other	female	1	user_id_9	username_9
bent	2012	Wuustwezel, België	51.3373528	51.3373528	51.38525	4.565174345040151	Brabants	16.6	other	female	0	user_id_22	username_22
bent	2012	Wuustwezel, België	51.38886155	51.38886155	51.38525	4.565174345040151	Brabants	16.6	inversion	female	1	user_id_2	username_2
bent	2012	Aartselaar, België	51.14560318	51.14560318	51.133297	4.3870241	Brabants	34.57	inversion	male	1	user_id_40	username_40
bent	2012	Aartselaar, België	51.14560112	51.14560112	51.133297	4.3870241	Brabants	34.57	other	male	1	user_id_40	username_40
bent	2012	Antwerp, Belgium	51.21707625	51.21707625	51.2211097	4.3997081	Brabants	28.85	inversion	female	1	user_id_2	username_2
bent	2012	Aartselaar, België	51.14560313	51.14560313	51.133297	4.3870241	Brabants	34.57	other	male	1	user_id_40	username_40
bent	2012	Boom, België	51.0909345	51.0909345	51.0873789	4.3667216	Brabants	38.94	other		0	user_id_33	username_33
bent	2012	Hove, België	51.1304034	51.1304034	51.1486117	4.477387	Brabants	28.62	main	male	1	user_id_51	username_51
bent	2012	Sint-Niklaas, België	51.1736995	51.1736995	51.1646685	4.1395124	Oost-Vlaams	48.06	main	male	2	user_id_15	username_15
bent	2012	Sint-Niklaas, België	51.17179801	51.17179801	51.1646685	4.1395124	Oost-Vlaams	48.06	other	male	1	user_id_15	username_15
bent	2012	Antwerp, Belgium	51.1434643	51.1434643	51.2211097	4.3997081	Brabants	28.85	inversion	female	1	user_id_36	username_36
bent	2012	Brasschaat, België	51.29753062	51.29753062	51.2900693	4.4917295	Brabants	20.46	other	female	0	user_id_9	username_9
bent	2012	Brasschaat, België	51.29747937	51.29747937	51.2900693	4.4917295	Brabants	20.46	main	female	0	user_id_9	username_9
bent	2012	Lier, België	51.14131803	51.14131803	51.131069	4.5696516	Brabants	25.82	other	male	0	user_id_52	username_52
bent	2012	Antwerp, Belgium	51.21201428	51.21201428	51.2211097	4.3997081	Brabants	28.85	main		0	user_id_13	username_13
bent	2012	Antwerp, Belgium	51.2120778	51.2120778	51.2211097	4.3997081	Brabants	28.85	inversion		1	user_id_13	username_13
bent	2012	Antwerp, Belgium	51.22951602	51.22951602	51.2211097	4.3997081	Brabants	28.85	main	male	0	user_id_53	username_53
bent	2012	Wuustwezel, België	51.3373528	51.3373528	51.38525	4.565174345040151	Brabants	16.6	main	female	1	user_id_22	username_22
bent	2012	Bornem, België	51.11207335	51.11207335	51.09096325	4.238967723449794	Brabants	45.74	main	male	0	user_id_35	username_35
bent	2012	Grobbendonk, België	51.16440178	51.16440178	51.1919904	4.7385027	Brabants	14.72	other	male	1	user_id_54	username_54
bent	2012	Merksplas, België	51.3365239	51.3365239	51.3579924	4.8627355	Brabants	7.0	main	female	0	user_id_36	username_36
bent	2012	Antwerp, Belgium	51.22315549	51.22315549	51.2211097	4.3997081	Brabants	28.85	other	male	1	user_id_38	username_38
bent	2012	Lommel, België	51.23530736	51.23530736	51.2305657	5.3076895	Limburgs	38.14	other	female	1	user_id_55	username_55
bent	2012	Lommel, België	51.23530736	51.23530736	51.2305657	5.3076895	Limburgs	38.14	other	female	1	user_id_55	username_55
bent	2012	Lommel, België	51.23530736	51.23530736	51.2305657	5.3076895	Limburgs	38.14	other	female	1	user_id_55	username_55
bent	2012	Lommel, België	51.23530736	51.23530736	51.2305657	5.3076895	Limburgs	38.14	other	female	1	user_id_55	username_55
bent	2012	Brasschaat, België	51.29754607	51.29754607	51.2900693	4.4917295	Brabants	20.46	inversion	female	0	user_id_9	username_9
bent	2012	Hove, België	51.1304034	51.1304034	51.1486117	4.477387	Brabants	28.62	other	female	1	user_id_56	username_56
bent	2012	Brasschaat, België	51.29756106	51.29756106	51.2900693	4.4917295	Brabants	20.46	main	female	1	user_id_9	username_9
bent	2012	Antwerp, Belgium	51.23854	51.23854	51.2211097	4.3997081	Brabants	28.85	inversion	female	0	user_id_42	username_42
bent	2012	Merksplas, België	51.3365239	51.3365239	51.3579924	4.8627355	Brabants	7.0	main	female	1	user_id_36	username_36
bent	2012	Brasschaat, België	51.29767065	51.29767065	51.2900693	4.4917295	Brabants	20.46	main	female	0	user_id_9	username_9
bent	2012	Londerzeel, België	51.01493184	51.01493184	51.0021194	4.3028049	Brabants	48.79	main		1	user_id_57	username_57
bent	2012	Antwerp, Belgium	51.17333543	51.17333543	51.2211097	4.3997081	Brabants	28.85	other	male	0	user_id_58	username_58
bent	2012	Duffel, België	51.0931917	51.0931917	51.0957176	4.5061988	Brabants	31.62	other	female	0	user_id_59	username_59
bent	2012	Schoten, België	51.2541	51.2541	51.2516344	4.4980446	Brabants	21.2	main	male	1	user_id_60	username_60
bent	2012	Brasschaat, België	51.29758847	51.29758847	51.2900693	4.4917295	Brabants	20.46	main	female	1	user_id_9	username_9
bent	2012	Bornem, België	51.0588966	51.0588966	51.09096325	4.238967723449794	Brabants	45.74	other	male	1	user_id_35	username_35
bent	2012	Geel, België	51.0892085	51.0892085	51.1610826	4.9903187	Brabants	23.09	main	male	0	user_id_46	username_46
bent	2012	Boom, België	51.09216652	51.09216652	51.0873789	4.3667216	Brabants	38.94	main		1	user_id_33	username_33
bent	2012	Antwerp, Belgium	51.1735878	51.1735878	51.2211097	4.3997081	Brabants	28.85	inversion		2	user_id_13	username_13
bent	2012	Boom, België	51.09132458	51.09132458	51.0873789	4.3667216	Brabants	38.94	inversion		0	user_id_33	username_33
bent	2012	Bonheiden, België	50.9901275	50.9901275	51.0261294	4.537821777907236	Brabants	37.0	main	female	0	user_id_48	username_48
bent	2012	Schoten, België	51.25308	51.25308	51.2516344	4.4980446	Brabants	21.2	inversion	male	1	user_id_60	username_60
bent	2012	Antwerp, Belgium	51.1434643	51.1434643	51.2211097	4.3997081	Brabants	28.85	inversion	female	0	user_id_61	username_61
bent	2012	Wommelgem, België	51.19571486	51.19571486	51.2031044	4.5238022	Brabants	22.26	inversion	male	0	user_id_62	username_62
bent	2012	Turnhout, Belgium	51.2990809	51.2990809	51.3233812	4.948461	Brabants	11.69	other	male	0	user_id_63	username_63
bent	2012	Bornem, België	51.0588966	51.0588966	51.09096325	4.238967723449794	Brabants	45.74	main	male	1	user_id_35	username_35
bent	2012	Wuustwezel, België	51.38748417	51.38748417	51.38525	4.565174345040151	Brabants	16.6	main	female	1	user_id_2	username_2
bent	2012	Antwerp, Belgium	51.21953476	51.21953476	51.2211097	4.3997081	Brabants	28.85	inversion	female	0	user_id_2	username_2
bent	2012	Antwerp, Belgium	51.1434643	51.1434643	51.2211097	4.3997081	Brabants	28.85	main	female	0	user_id_64	username_64
bent	2012	Antwerp, Belgium	51.1434643	51.1434643	51.2211097	4.3997081	Brabants	28.85	main	female	0	user_id_64	username_64
bent	2012	Antwerp, Belgium	51.1434643	51.1434643	51.2211097	4.3997081	Brabants	28.85	main	female	0	user_id_64	username_64
bent	2012	Antwerp, Belgium	51.1434643	51.1434643	51.2211097	4.3997081	Brabants	28.85	main	female	0	user_id_64	username_64
bent	2012	Sint-Jans-Molenbeek, België	50.8587258	50.8587258	50.8545959	4.338636	Brabants	60.49	other	male	1	user_id_65	username_65
bent	2012	Bornem, België	51.11205703	51.11205703	51.09096325	4.238967723449794	Brabants	45.74	main	male	1	user_id_35	username_35
bent	2012	Brasschaat, België	51.29753022	51.29753022	51.2900693	4.4917295	Brabants	20.46	other	female	0	user_id_9	username_9
bent	2012	Brasschaat, België	51.29757893	51.29757893	51.2900693	4.4917295	Brabants	20.46	other	female	0	user_id_9	username_9
bent	2012	Antwerp, Belgium	51.1434643	51.1434643	51.2211097	4.3997081	Brabants	28.85	inversion		1	user_id_66	username_66
bent	2012	Rumst, België	51.10647252	51.10647252	51.0792853	4.4240472	Brabants	36.72	inversion	male	0	user_id_18	username_18
bent	2012	Bonheiden, België	50.9901275	50.9901275	51.0261294	4.537821777907236	Brabants	37.0	main	male	0	user_id_67	username_67
bent	2012	Brasschaat, België	51.29753261	51.29753261	51.2900693	4.4917295	Brabants	20.46	inversion	female	0	user_id_9	username_9
bent	2012	Boechout, België	51.1674922	51.1674922	51.1597261	4.509867483882227	Brabants	26.12	other	male	1	user_id_68	username_68
bent	2012	Antwerp, Belgium	51.19887928	51.19887928	51.2211097	4.3997081	Brabants	28.85	main	male	0	user_id_17	username_17
bent	2012	Antwerp, Belgium	51.20362263	51.20362263	51.2211097	4.3997081	Brabants	28.85	main	male	0	user_id_69	username_69
bent	2012	Willebroek, België	51.03989016	51.03989016	51.06302865	4.357547354241776	Brabants	41.26	main		1	user_id_13	username_13
bent	2012	Antwerp, Belgium	51.1434643	51.1434643	51.2211097	4.3997081	Brabants	28.85	main	male	1	user_id_35	username_35
bent	2012	Brasschaat, België	51.29748302	51.29748302	51.2900693	4.4917295	Brabants	20.46	other	female	0	user_id_9	username_9
bent	2012	Antwerp, Belgium	51.23878	51.23878	51.2211097	4.3997081	Brabants	28.85	other	female	1	user_id_42	username_42
bent	2012	Antwerp, Belgium	51.23875	51.23875	51.2211097	4.3997081	Brabants	28.85	other	female	1	user_id_42	username_42
bent	2012	Brasschaat, België	51.2975823	51.2975823	51.2900693	4.4917295	Brabants	20.46	other	female	0	user_id_9	username_9
bent	2012	Boechout, België	51.16725113	51.16725113	51.1597261	4.509867483882227	Brabants	26.12	other	male	1	user_id_68	username_68
bent	2012	Ganshoren, België	50.87693595	50.87693595	50.8703273	4.307798	Brabants	60.15	inversion	female	1	user_id_70	username_70
bent	2012	Antwerp, Belgium	51.19896335	51.19896335	51.2211097	4.3997081	Brabants	28.85	other	female	0	user_id_11	username_11
bent	2012	Antwerp, Belgium	51.2831233	51.2831233	51.2211097	4.3997081	Brabants	28.85	inversion	male	1	user_id_71	username_71
bent	2012	Antwerp, Belgium	51.18131983	51.18131983	51.2211097	4.3997081	Brabants	28.85	other	male	1	user_id_72	username_72
bent	2012	Brussels, Belgium	50.90976638	50.90976638	50.8465573	4.351697	Brabants	60.8	main		2	user_id_33	username_33
bent	2012	Antwerp, Belgium	51.1434643	51.1434643	51.2211097	4.3997081	Brabants	28.85	main	female	1	user_id_26	username_26
bent	2012	Antwerp, Belgium	51.22820304	51.22820304	51.2211097	4.3997081	Brabants	28.85	inversion	female	0	user_id_73	username_73
bent	2012	Antwerp, Belgium	51.19696951	51.19696951	51.2211097	4.3997081	Brabants	28.85	main	male	0	user_id_17	username_17
bent	2012	Antwerp, Belgium	51.19704077	51.19704077	51.2211097	4.3997081	Brabants	28.85	main	male	0	user_id_17	username_17
bent	2012	Tremelo, België	50.9791487	50.9791487	50.9919047	4.7040582	Brabants	37.07	main	female	0	user_id_74	username_74
bent	2012	Antwerp, Belgium	51.1434643	51.1434643	51.2211097	4.3997081	Brabants	28.85	other	male	1	user_id_75	username_75
bent	2012	Bruges, Belgium	51.2023397	51.2023397	51.2085526	3.226772	West-Vlaams	109.19	main	male	0	user_id_76	username_76
bent	2012	Harelbeke, België	50.8348194	50.8348194	50.84460965	3.3093356109453165	West-Vlaams	115.96	main	male	1	user_id_77	username_77
bent	2012	Antwerp, Belgium	51.25718826	51.25718826	51.2211097	4.3997081	Brabants	28.85	inversion	male	0	user_id_78	username_78
bent	2012	Zwijndrecht, België	51.1851818	51.1851818	51.23086665	4.318607588394736	Brabants	33.79	other	female	1	user_id_26	username_26
bent	2012	Brasschaat, België	51.29762933	51.29762933	51.2900693	4.4917295	Brabants	20.46	inversion	female	1	user_id_9	username_9
bent	2012	Zwijndrecht, België	51.1851818	51.1851818	51.23086665	4.318607588394736	Brabants	33.79	main	female	1	user_id_26	username_26
bent	2012	Antwerp, Belgium	51.17329905	51.17329905	51.2211097	4.3997081	Brabants	28.85	main	male	1	user_id_35	username_35
bent	2012	Vosselaar, België	51.2850265	51.2850265	51.3129153	4.8878026	Brabants	7.53	main	male	1	user_id_79	username_79
bent	2012	Merksplas, België	51.3365239	51.3365239	51.3579924	4.8627355	Brabants	7.0	main	female	1	user_id_36	username_36
bent	2012	Brasschaat, België	51.29750216	51.29750216	51.2900693	4.4917295	Brabants	20.46	main	female	0	user_id_9	username_9
bent	2012	Sint-Niklaas, België	51.17081688	51.17081688	51.1646685	4.1395124	Oost-Vlaams	48.06	other		0	user_id_80	username_80
bent	2012	Louvain, Belgium	50.824111	50.824111	50.879202	4.7011675	Brabants	49.53	main		1	user_id_81	username_81
bent	2012	Merksplas, België	51.3365239	51.3365239	51.3579924	4.8627355	Brabants	7.0	inversion	female	0	user_id_36	username_36
bent	2012	Brasschaat, België	51.2975461	51.2975461	51.2900693	4.4917295	Brabants	20.46	other	female	0	user_id_9	username_9
bent	2012	Brasschaat, België	51.2973468	51.2973468	51.2900693	4.4917295	Brabants	20.46	main	female	1	user_id_9	username_9
bent	2012	Edegem, België	51.1507713	51.1507713	51.1548066	4.4458312	Brabants	29.86	inversion	male	1	user_id_68	username_68
bent	2012	Edegem, België	51.1574451	51.1574451	51.1548066	4.4458312	Brabants	29.86	main	male	0	user_id_68	username_68
bent	2012	Sint-Katelijne-Waver, België	51.05988398	51.05988398	51.06232435	4.511427814014689	Brabants	34.44	other	male	1	user_id_82	username_82
bent	2012	Antwerp, Belgium	51.1434643	51.1434643	51.2211097	4.3997081	Brabants	28.85	main	male	1	user_id_75	username_75
bent	2012	Geel, België	51.1683195	51.1683195	51.1610826	4.9903187	Brabants	23.09	other	female	1	user_id_83	username_83
bent	2012	Brasschaat, België	51.29755555	51.29755555	51.2900693	4.4917295	Brabants	20.46	other	female	0	user_id_9	username_9
bent	2012	Antwerp, Belgium	51.21999666	51.21999666	51.2211097	4.3997081	Brabants	28.85	other	male	0	user_id_35	username_35
bent	2012	Antwerp, Belgium	51.20233967	51.20233967	51.2211097	4.3997081	Brabants	28.85	main		0	user_id_84	username_84
